N	Z	A	El	Mass Excess	Binding Energy	Decay Channel
107	67	174	Ho	-45690	8033	Bminus
106	68	174	Er	-51949	8064	Bminus
105	69	174	Tm	-53864.512	8070.642	Bminus
104	70	174	Yb	-56944.512	8083.847	Stable
103	71	174	Lu	-55570.195	8071.453	Bminus
102	72	174	Hf	-55844.481	8068.533	Stable
101	73	174	Ta	-51740.766	8040.452	Bplus
100	74	174	W 	-50227.088	8027.256	Bplus
99	75	174	Re	-43673.096	7985.094	Bplus
98	76	174	Os	-39995.416	7959.461	Bplus
97	77	174	Ir	-30863.492	7902.483	Bplus
96	78	174	Pt	-25318.163	7866.117	alpha
95	79	174	Au	-14235	7798	alpha
94	80	174	Hg	-6641.009	7749.784	alpha
108	67	175	Ho	-43203	8019	Bminus
107	68	175	Er	-48652	8045	Bminus
106	69	175	Tm	-52310.549	8061.766	Bminus
105	70	175	Yb	-54695.549	8070.925	Bminus
104	71	175	Lu	-55165.582	8069.14	Stable
103	72	175	Hf	-54481.662	8060.761	Bplus
102	73	175	Ta	-52408.647	8044.445	Bplus
101	74	175	W 	-49632.795	8024.112	Bplus
100	75	175	Re	-45288.307	7994.816	Bplus
99	76	175	Os	-40105.376	7960.729	Bplus
98	77	175	Ir	-33394.506	7917.91	Bplus
97	78	175	Pt	-25713.466	7869.548	alpha
96	79	175	Au	-17403.955	7817.595	alpha
95	80	175	Hg	-7972.576	7759.231	alpha
109	67	176	Ho	-39290	7997	Bminus
108	68	176	Er	-46631	8034	Bminus
107	69	176	Tm	-49371.314	8045.121	Bminus
106	70	176	Yb	-53491.314	8064.085	Stable
105	71	176	Lu	-53382.236	8059.02	Stable
104	72	176	Hf	-54576.321	8061.359	Stable
103	73	176	Ta	-51365.374	8038.67	Bplus
102	74	176	W 	-50641.603	8030.112	Bplus
101	75	176	Re	-45062.885	7993.97	Bplus
100	76	176	Os	-42097.94	7972.679	Bplus
99	77	176	Ir	-33878.326	7921.531	Bplus
98	78	176	Pt	-28933.867	7888.992	Bplus
97	79	176	Au	-18520.963	7825.383	alpha
96	80	176	Hg	-11784.95	7782.665	alpha
95	81	176	Tl	581.594	7707.955	P
109	68	177	Er	-42858	8013	Bminus
108	69	177	Tm	-47469	8035	Bminus
107	70	177	Yb	-50986.397	8049.973	Bminus
106	71	177	Lu	-52383.806	8053.448	Bminus
105	72	177	Hf	-52880.616	8051.835	Stable
104	73	177	Ta	-51714.616	8040.827	Bplus
103	74	177	W 	-49701.726	8025.035	Bplus
102	75	177	Re	-46269.17	8001.222	Bplus
101	76	177	Os	-41956.462	7972.436	Bplus
100	77	177	Ir	-36047.421	7934.632	Bplus
99	78	177	Pt	-29370.444	7892.489	Bplus
98	79	177	Au	-21545.103	7843.858	Bplus
97	80	177	Hg	-12782.542	7789.932	alpha
96	81	177	Tl	-3340.526	7732.167	alpha
110	68	178	Er	-40260	7999	Bminus
109	69	178	Tm	-44116	8016	Bminus
108	70	178	Yb	-49695.475	8042.841	Bminus
107	71	178	Lu	-50337.784	8042.054	Bminus
106	72	178	Hf	-52435.236	8049.442	Stable
105	73	178	Ta	-50598	8035	Bplus
104	74	178	W 	-50406.936	8029.257	Bplus
103	75	178	Re	-45653.453	7998.157	Bplus
102	76	178	Os	-43544.27	7981.912	Bplus
101	77	178	Ir	-36251.884	7936.549	Bplus
100	78	178	Pt	-31997.519	7908.252	Bplus
99	79	178	Au	-22303.743	7849.398	Bplus
98	80	178	Hg	-16315.901	7811.363	alpha
97	81	178	Tl	-4790	7742	alpha
96	82	178	Pb	3574.294	7690.83	alpha
110	69	179	Tm	-41601	8002	Bminus
109	70	179	Yb	-46537	8025	Bminus
108	71	179	Lu	-49058.918	8035.073	Bminus
107	72	179	Hf	-50462.907	8038.546	Stable
106	73	179	Ta	-50357.323	8033.585	Bplus
105	74	179	W 	-49295.127	8023.281	Bplus
104	75	179	Re	-46584.28	8003.766	Bplus
103	76	179	Os	-43019.495	7979.48	Bplus
102	77	179	Ir	-38081.714	7947.524	Bplus
101	78	179	Pt	-32268.145	7910.675	Bplus
100	79	179	Au	-24988.567	7865.637	Bplus
99	80	179	Hg	-16928.134	7816.236	alpha
98	81	179	Tl	-8268.495	7763.487	alpha
97	82	179	Pb	2050.639	7701.468	alpha
111	69	180	Tm	-37920	7982	Bminus
110	70	180	Yb	-44600	8015	Bminus
109	71	180	Lu	-46676.348	8022.038	Bminus
108	72	180	Hf	-49779.348	8034.93	Stable
107	73	180	Ta	-48932.877	8025.881	Bminus
106	74	180	W 	-49636.115	8025.442	Stable
105	75	180	Re	-45837.359	7999.991	Bplus
104	76	180	Os	-44357.81	7987.425	Bplus
103	77	180	Ir	-37977.526	7947.633	Bplus
102	78	180	Pt	-34435.877	7923.611	Bplus
101	79	180	Au	-25625.509	7870.318	Bplus
100	80	180	Hg	-20250.447	7836.11	Bplus
99	81	180	Tl	-9386.647	7771.409	Bplus
98	82	180	Pb	-1941.38	7725.7	alpha
112	69	181	Tm	-35170	7967	Bminus
111	70	181	Yb	-41088	7996	Bminus
110	71	181	Lu	-44797.41	8011.929	Bminus
109	72	181	Hf	-47402.831	8022.002	Bminus
108	73	181	Ta	-48438.311	8023.4	Stable
107	74	181	W 	-48233.818	8017.948	Bplus
106	75	181	Re	-46517.391	8004.143	Bplus
105	76	181	Os	-43549.963	7983.426	Bplus
104	77	181	Ir	-39463.028	7956.523	Bplus
103	78	181	Pt	-34381.511	7924.126	Bplus
102	79	181	Au	-27871.136	7883.835	Bplus
101	80	181	Hg	-20661.136	7839.679	Bplus
100	81	181	Tl	-12798.735	7791.918	alpha
99	82	181	Pb	-3117.35	7734.107	alpha
112	70	182	Yb	-38820	7984	Bminus
111	71	182	Lu	-41880	7996	Bminus
110	72	182	Hf	-46049.508	8014.837	Bminus
109	73	182	Ta	-46429.934	8012.628	Bminus
108	74	182	W 	-48246.06	8018.308	Stable
107	75	182	Re	-45446.06	7998.625	Bplus
106	76	182	Os	-44609.104	7989.728	Bplus
105	77	182	Ir	-39051.679	7954.894	Bplus
104	78	182	Pt	-36168.449	7934.754	Bplus
103	79	182	Au	-28300.768	7887.226	Bplus
102	80	182	Hg	-23576.922	7856.972	Bplus
101	81	182	Tl	-13327.927	7796.36	Bplus
100	82	182	Pb	-6825.112	7756.332	alpha
113	70	183	Yb	-35100	7964	Bminus
112	71	183	Lu	-39716.11	7984.812	Bminus
111	72	183	Hf	-43282.796	8000.027	Bminus
110	73	183	Ta	-45292.796	8006.735	Bminus
109	74	183	W 	-46365.58	8008.322	Stable
108	75	183	Re	-45809.58	8001.009	Bplus
107	76	183	Os	-43664.043	7985.01	Bplus
106	77	183	Ir	-40203.311	7961.823	Bplus
105	78	183	Pt	-35772.487	7933.336	Bplus
104	79	183	Au	-30191.483	7898.564	Bplus
103	80	183	Hg	-23804.674	7859.388	Bplus
102	81	183	Tl	-16587.257	7815.673	Bplus
101	82	183	Pb	-7575.218	7762.152	alpha
114	70	184	Yb	-32540	7951	Bminus
113	71	184	Lu	-36412	7967	Bminus
112	72	184	Hf	-41499.373	7990.722	Bminus
111	73	184	Ta	-42839.373	7993.752	Bminus
110	74	184	W 	-45705.373	8005.077	Stable
109	75	184	Re	-44219.634	7992.75	Bminus
108	76	184	Os	-44252.533	7988.677	Stable
107	77	184	Ir	-39610.851	7959.198	Bplus
106	78	184	Pt	-37334.243	7942.574	Bplus
105	79	184	Au	-30318.71	7900.194	Bplus
104	80	184	Hg	-26348.965	7874.367	Bplus
103	81	184	Tl	-16883.242	7818.671	Bplus
102	82	184	Pb	-11051.522	7782.725	alpha
101	83	184	Bi	1063.068	7712.633	alpha
115	70	185	Yb	-28500	7929	Bminus
114	71	185	Lu	-33888	7954	Bminus
113	72	185	Hf	-38319.8	7973.97	Bminus
112	73	185	Ta	-41394.293	7986.36	Bminus
111	74	185	W 	-43387.793	7992.907	Bminus
110	75	185	Re	-43819.027	7991.009	Stable
109	76	185	Os	-42805.88	7981.304	Bplus
108	77	185	Ir	-40335.553	7963.722	Bplus
107	78	185	Pt	-36688.14	7939.777	Bplus
106	79	185	Au	-31858.143	7909.44	Bplus
105	80	185	Hg	-26183.666	7874.538	Bplus
104	81	185	Tl	-19757.741	7835.575	Bplus
103	82	185	Pb	-11541.22	7786.932	alpha
102	83	185	Bi	-2236	7732	P
115	71	186	Lu	-30210	7935	Bminus
114	72	186	Hf	-36424.21	7964.302	Bminus
113	73	186	Ta	-38607.528	7971.835	Bminus
112	74	186	W 	-42508.528	7988.601	Stable
111	75	186	Re	-41927.086	7981.269	Bminus
110	76	186	Os	-42999.943	7982.831	Stable
109	77	186	Ir	-39172.346	7958.047	Bplus
108	78	186	Pt	-37864.443	7946.809	Bplus
107	79	186	Au	-31714.852	7909.54	Bplus
106	80	186	Hg	-28539.097	7888.26	Bplus
105	81	186	Tl	-19886.613	7837.535	Bplus
104	82	186	Pb	-14682.026	7805.347	Bplus
103	83	186	Bi	-3146.212	7739.121	alpha
102	84	186	Po	4100.974	7695.951	alpha
116	71	187	Lu	-27580	7922	Bminus
115	72	187	Hf	-32817	7946	Bminus
114	73	187	Ta	-36895.546	7963.212	Bminus
113	74	187	W 	-39903.97	7975.116	Bminus
112	75	187	Re	-41216.478	7977.951	Stable
111	76	187	Os	-41218.945	7973.78	Stable
110	77	187	Ir	-39549.372	7960.668	Bplus
109	78	187	Pt	-36685.05	7941.168	Bplus
108	79	187	Au	-33027.838	7917.427	Bplus
107	80	187	Hg	-28117.93	7886.987	Bplus
106	81	187	Tl	-22444.587	7852.464	Bplus
105	82	187	Pb	-14986.959	7808.4	Bplus
104	83	187	Bi	-6383.271	7758.208	alpha
103	84	187	Po	2828.597	7704.763	alpha
117	71	188	Lu	-23790	7902	Bminus
116	72	188	Hf	-30879	7936	Bminus
115	73	188	Ta	-33612.03	7946.321	Bminus
114	74	188	W 	-38667.811	7969.052	Bminus
113	75	188	Re	-39016.811	7966.747	Bminus
112	76	188	Os	-41137.233	7973.864	Stable
111	77	188	Ir	-38344.907	7954.85	Bplus
110	78	188	Pt	-37820.929	7947.902	Bplus
109	79	188	Au	-32371.308	7914.753	Bplus
108	80	188	Hg	-30201.914	7899.052	Bplus
